_id,ID,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATA_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,MI_PRINX,ATTRACTION_LEVEL,ATTRACTION_DESC,IMAGE_NAME,MAP_ACCESS,geometry
105,104,,Riverdale Park (East and West),Nature/ Park,416-392-2489,,www1.toronto.ca/parks/prd/facilities/complex/344,4840437.0,,4840437.0,550.0,Broadview Ave,550 Broadview Ave,,former TORONTO,Toronto,Riverdale Park East,115001.0,4840438.0,550.0,,,,44.0,,,,,104,3836161.0,3,"A Toronto park that is great for all seasons. Riverdale Park West has three multipurpose sport fields, seven tennis courts, an outdoor ice rink, two baseball diamonds, and much more.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3545852527, 43.6708210267)}"
106,105,,Rogers Centre,Sports / Entertainment Venue,416-341-1000,,www.rogerscentre.com,5866193.0,,5866193.0,1.0,Blue Jays Way,1 Blue Jays Way,M5V 1J4,former TORONTO,Toronto,Rogers Centre,106008.0,30064794.0,1.0,,,,11088.0,,,,,105,3819271.0,1,The Rogers Centre is a multipurpose venue. Home to the Toronto Blue Jays (Major League Baseball) and the Toronto Argonauts (Canadian Football League).,RogersCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3893710862, 43.6421787286)}"
107,106,,Rosetta McClain Gardens,Nature/ Park,416-392-8188,,www1.toronto.ca/parks/prd/facilities/complex/19,2893748.0,,2893748.0,5.0,Glen Everest Rd,5 Glen Everest Rd,M1N 1J2,SCARBOROUGH,Toronto,Rosetta McClain Gardens,106001.0,30074994.0,5.0,,,,7980.0,,,,,106,4094638.0,4,"The Rosetta McClain Gardens is a great place to safely see the Scarborough Bluffs and has beautiful rose gardens. There are signs available in braille, textured paths, raised planters, and a ramp to ensure accessibility.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.2556513126, 43.697416812)}"
108,107,,Rouge Beach,Nature/ Park,311,,www.rougepark.com/explore/interest/rouge_beach.php,20044128.0,,20044128.0,195.0,Rouge Hills Dr,195 Rouge Hills Dr,M1C 2Y9,SCARBOROUGH,Toronto,Rouge Park - Rouge Beach Park,106001.0,30059747.0,195.0,,,,8843.0,,,,,107,4061645.0,3,"One of Toronto's designated swimming beaches, Rouge Beach has two distinct areas a white sand beach and a marsh habitat.",RougeBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.1213969937, 43.7916688519)}"
109,108,,Rouge Park,Nature/ Park,416-264-2020,,www.pc.rougepark.com/,6349679.0,,6349679.0,1749.0,Meadowvale Rd,1749 Meadowvale Rd,M1B 5W8,SCARBOROUGH,Toronto,Rouge Valley Conservation Centre,115001.0,6349680.0,1749.0,,,,8470.0,,,,,108,3809023.0,3,"Soon to be Canada's first national park within an urban area, the park is Toronto's largest. It features hiking trails, a campground and Rouge Beach.",RougePark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.1718626987, 43.8183755854)}"
110,109,,Roy Thomson Hall,Performing Arts,416-872-4255,,www.roythomson.com,868439.0,,868439.0,60.0,Simcoe St,60 Simcoe St,M5J 2H5,former TORONTO,Toronto,Roy Thomson Hall,107010.0,1146180.0,60.0,,,,4411.0,,,,,109,2690432.0,1,"Opened in 1982, Roy Thomson Hall is home of the Toronto Symphony Orchestra and the Toronto Mendelssohn Choir.",RoyThompsonHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3864505488, 43.6466986932)}"
111,110,,Royal Alexandra Theatre,Performing Arts,416-872-1212,,www.mirvish.com/theatres/royalalexandratheatre,7929660.0,,7929660.0,260.0,King St W,260 King St W,M5V 1H9,former TORONTO,Toronto,,107002.0,7929656.0,260.0,,,,3780.0,,,,,110,2869253.0,1,Owned by Mirvish Productions. The Royal Alexandra Theatre built in beaux-arts architectural style in 1907. It is home to numerous performances and performers.,RoyalAlexandra.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3876422176, 43.6474504946)}"
112,111,,Royal Conservatory of Music,Performing Arts,416-408-0208,,www.rcmusic.ca,772768.0,,772768.0,273.0,Bloor St W,273 Bloor St W,M5S 1W2,former TORONTO,Toronto,,102007.0,8408552.0,273.0,,,,458.0,,,,,111,3829169.0,2,The Toronto Conservatory of Music was founded in 1886.,RoyalConservatory.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3960588162, 43.6678563063)}"
113,112,,Royal Ontario Museum,Museum,416-586-8000,,www.rom.on.ca,30022473.0,,30022473.0,100.0,Queen's Park,100 Queen's Park,M5S 2C6,former TORONTO,Toronto,,107008.0,8408484.0,100.0,,,,11267.0,,,,,112,3268694.0,1,"Canadas largest museum of natural history and world cultures, presents engaging galleries of art, archaeology, and natural science from around the world.",ROM.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3942122936, 43.6677953927)}"
114,113,,Ryerson Image Centre,Gallery,416-979-5164,,www.ryerson.ca/ric,30022231.0,,30022231.0,33.0,Gould St,33 Gould St,M5B 1E9,former TORONTO,Toronto,,104008.0,7641727.0,33.0,,,,3563.0,,,,,113,3029307.0,3,"The RIC is dedicated to the public exhibition, research, study and teaching of photography including, installation art and film and media.",RyersonImageCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3792622947, 43.6576623887)}"
115,114,,Ryerson Theatre,Performing Arts,416-979-5009,,www.ryerson.ca/theatre,7641981.0,,7641981.0,43.0,Gerrard St E,43 Gerrard St E,,former TORONTO,Toronto,,115001.0,7642005.0,43.0,,,,3495.0,,,,,114,3091475.0,4,"Ryerson Theatre is home to various productions which includes concerts, film presentations, and Ryerson Theatre and Fashion Schools productions.",,N,"{u'type': u'Point', u'coordinates': (-79.3790535049, 43.659592876)}"
116,115,4th Floor,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,416-631-5683,,www.holocaustcentre.com,487321.0,,487321.0,4600.0,Bathurst St,4600 Bathurst St,M2R 3V3,NORTH YORK,Toronto,,104008.0,439530.0,4600.0,,,,436.0,,,,,115,3154829.0,5,"The Sarah and Chaim Neuberger Holocaust Education Centre provides all its visitors a complete understanding of the Holocaust.30, 000 students pass through its doors during educational trips.",,N,"{u'type': u'Point', u'coordinates': (-79.4411199605, 43.7645028952)}"
117,116,,Scarborough Museum,Museum,416-338-8807,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,13967651.0,,13967651.0,1007.0,Brimley Rd,1007 Brimley Rd,M1P 3E8,SCARBOROUGH,Toronto,Scarborough Museum,107008.0,30039278.0,1007.0,,,,7435.0,,,,,116,3301567.0,3,The Scarborough Museum and its gardens are located within Thomson Memorial Park.It is one of 10 museums operated by the City of Toronto.The Museum looks back on the story of Scarborough's roots and history.,ScarboroughMuseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.2564343199, 43.758044503)}"
118,117,,Scarborough Village Theatre,Performing Arts,416-267-9292,,www.theatrescarborough.com,5045390.0,,5045390.0,3600.0,Kingston Rd,3600 Kingston Rd,M1M 1R9,SCARBOROUGH,Toronto,Scarborough Village Recreation Centre - Building Grounds,106007.0,5041127.0,3600.0,,,,3786.0,,,,,117,3838356.0,4,"Theatre Scarborough is an umbrella organization consisting of Scarborough Music Theatre, Scarborough Players, and Scarborough Theatre Guild. Performances take place at the Scarborough Village Community Centre.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.2167581187, 43.7399913153)}"
119,118,,Solar Stage Children's Theatre,Performing Arts,416-368-8031,,www.solarstage.on.ca,578559.0,,578559.0,4950.0,Yonge St,4950 Yonge St,M2N 6K1,NORTH YORK,Toronto,,104008.0,439411.0,4950.0,,,,4733.0,,,,,118,1881534.0,5,Solar Stage Children's Theatre is dedicated to providing theatrical presentations for children.,,N,"{u'type': u'Point', u'coordinates': (-79.412676012, 43.764820411)}"
120,119,,Sony Centre for the Performing Arts,Performing Arts,416-368-6161,,www.sonycentre.ca,11070359.0,,11070359.0,1.0,Front St E,1 Front St E,M5E 1B2,former TORONTO,Toronto,Sony Centre,107010.0,11070358.0,1.0,,,,3471.0,,,,,119,3311717.0,2,"The Sony Centre for the Performing Arts  is a performing arts venue with a range of events that include concerts, dance, and much more.",SonyCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3761983332, 43.6465796286)}"
121,120,,Spadina Museum,Museum,416-392-6910,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,7986457.0,,7986457.0,285.0,Spadina Rd,285 Spadina Rd,M5R 2V5,former TORONTO,Toronto,Spadina Museum - Historic House And Gardens - Building Grounds,107008.0,7986453.0,285.0,,,,4428.0,,,,,120,3838338.0,2,"Operated by the City of Toronto, the Spadina Museum is a historic manor house that allows visitors to learn about the history and architecture of  late 19th century to early 20th century Toronto.",SpadinaMuseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4083276281, 43.6790280407)}"
122,121,,St. James Park,Nature/ Park,416-392-2489,,www1.toronto.ca/parks/prd/facilities/complex/408,8344747.0,,8344747.0,120.0,King St E,120 King St E,,former TORONTO,Toronto,St. James Park,106001.0,30097829.0,120.0,,,,3779.0,,,,,121,4238743.0,3,"A large green space, home to a Victorian garden, live performances, and is a popular spot for photos. The park is adjacent to historic St. James Cathedral.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3725738709, 43.6505679125)}"
123,122,,St. Lawrence Centre for the Arts,Performing Arts,416-366-1656,,www.stlc.com,8351140.0,,8351140.0,27.0,Front St E,27 Front St E,M5E 1B4,former TORONTO,Toronto,,115001.0,14254949.0,27.0,,,,3471.0,,,,,122,3128630.0,3,"Home to  two theatres, the Bluma Appel Theatre and the Jane Mallett Theatre, the St. Lawrence Centre for the Arts is the home to various artistic and public events.",StLawrenceCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3752142347, 43.647405298)}"
124,123,,St. Lawrence Market and Market Gallery,Attraction,416-392-7219,,www.stlawrencemarket.com/.../about_the_market_gallery_and_antique,11075760.0,,11075760.0,95.0,Front St E,95 Front St E,M5E 1C2,former TORONTO,Toronto,,115001.0,11075761.0,95.0,,,,3471.0,,,,,123,1977101.0,1,"Voted best fresh food market in the world by National Geographic in 2012, Torontos historic and premier market also includes The Market Gallery, housed within part of Torontos original 19th century City Hall.",StLawrenceMarket.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3714937128, 43.6491812588)}"
125,124,,Steam Whistle Brewery,Attraction,416-362-2337,,www.steamwhistle.ca,14172191.0,,14172191.0,255.0,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former TORONTO,Toronto,Roundhouse Park,115001.0,13975104.0,255.0,,,,11078.0,,,,,124,3836923.0,3,"A microbrewery located in downtown Toronto, Steam Whistle Brewery produces a premium pale lager composed of only four ingredients.",SteamWhistleBrewing.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.385566849, 43.6416921051)}"
126,125,,Sugar Beach Park,Nature/ Park,311,,www.waterfrontoronto.ca/explore_projects2/east.../canadas_sugar_beach,30017889.0,,30017889.0,11.0,Dockside Dr,11 Dockside Dr,,former TORONTO,Toronto,Sugar Beach Park,106001.0,30068335.0,11.0,,,,19432.0,,,,,125,4163708.0,3,Sugar Beach is one of Toronto's urban beach parks. Famous for its pink umbrellas and Muskoka chairs.,SugarBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3675445416, 43.6435656234)}"
127,126,,Sunnyside Beach,Nature/ Park,311,,www1.toronto.ca/parks/prd/facilities/complex/394,6814671.0,,6814671.0,1755.0,Lake Shore Blvd W,1755 Lake Shore Blvd W,M6S 5A3,former TORONTO,Toronto,Sunnyside Park,106001.0,30021714.0,1755.0,,,,1962.0,,,,,126,3025447.0,3,"One of Toronto's designated swimming beaches, Sunnyside Beach provides rowers and paddlers calm waters with an offshore break wall.",SunnysideBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4574301649, 43.6377001319)}"
128,127,,Taras H. Shevchenko Museum,Museum,416-531-1827,,www.infoukes.com/shevchenkomuseum,11394917.0,,11394917.0,1614.0,Bloor St W,1614 Bloor St W,M6P 1A7,former TORONTO,Toronto,,115001.0,14041669.0,1614.0,,,,458.0,,,,,127,4126953.0,5,The Taras H. Shevchenko Museum is the home to  exhibitions dedicated to the contribution of Ukrainians in Canada and the life of famed writer Taras Shevchenko.,,N,"{u'type': u'Point', u'coordinates': (-79.4555018074, 43.6558811145)}"
129,128,,Tarragon Theatre,Performing Arts,416-531-1827,,www.tarragontheatre.com,7994659.0,,7994659.0,30.0,Bridgman Ave,30 Bridgman Ave,M5R 1X3,former TORONTO,Toronto,,107002.0,7994658.0,30.0,,,,3060.0,,,,,128,2754414.0,3,The Tarragon Theatre is a performing arts centre  notable for the development of playwrights. Over 170 works have premiered at the theatre.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4128600054, 43.6749039499)}"
130,129,,Textile Museum of Canada,Museum,416-599-5321,,www.textilemuseum.ca,7792171.0,,7792171.0,55.0,Centre Ave,55 Centre Ave,M5G 2H5,former TORONTO,Toronto,,100001.0,7792167.0,55.0,,,,9796.0,,,,,129,2976162.0,3,"With more than 13,000 objects from more than 200 countries and regions, the Textile Museum of Canada celebrates cultural diversity through traditional fabrics, garments, carpets and related artifacts such as beadwork and basketry.",TextileMuseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3866524709, 43.6545787562)}"
131,130,,The 48th Highlanders Museum,Museum,416-979-7799,,www.48highlanders.com/museum.htm,868441.0,,868441.0,73.0,Simcoe St,73 Simcoe St,M5J 1W9,former TORONTO,Toronto,,100001.0,1146180.0,73.0,,,,4411.0,,,,,130,2235601.0,5,"This museum is dedicated to one of Canada's famous military regiments. The museum holds historical artifacts dating from Victorian Toronto in 1891, when the 48th Highlanders was formed, to the present day.",,N,"{u'type': u'Point', u'coordinates': (-79.3855527166, 43.6467796473)}"
132,131,,The Bata Shoe Museum,Museum,416-979-7799,,www.batashoemuseum.ca,8408594.0,,8408594.0,327.0,Bloor St W,327 Bloor St W,M5S 1W7,former TORONTO,Toronto,,115001.0,8408589.0,327.0,,,,458.0,,,,,131,2243147.0,1,"Home to hundreds of shoes (from a collection numbering over 13,000). The museum celebrates the style and function of footwear in impressive galleries from ancient Egypt to modern fashion.",BataShoeMuseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.400148377, 43.6672322167)}"
133,132,,The Danforth Music Hall,Performing Arts,416-778-8163,,www.thedanforth.com,14075977.0,,14075977.0,147.0,Danforth Ave,147 Danforth Ave,M4K 1N2,former TORONTO,Toronto,,115001.0,11046582.0,147.0,,,,86.0,,,,,132,2653715.0,3,"The Music Hall boasts new theatre seats, state-of-art sound and lighting and a completely renovated backstage area.",DanforthMusicHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.357021559, 43.6761994023)}"
134,133,(Mill Street and Parliament),The Distillery Historic District,Landmark,416-364-1177,,www.thedistillerydistrict.com/,30031582.0,,30031582.0,55.0,Mill St,55 Mill St,M5A 3C4,former TORONTO,Toronto,,115001.0,1145341.0,55.0,,,,9816.0,,,,,133,3231660.0,1,"A pedestrian-only historic area that represents the largest and best preserved collection of Victorian Industrial Architecture in North America. The refurbished warehouses are now home to restaurants, bars, galleries, studios, and a theatre.",DistilleryDistrict.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.359661917, 43.6506386724)}"
135,134,,The Power Plant Contemporary Art Gallery,Gallery,416-538-0988,,http://www.thepowerplant.org/,20141759.0,,20141759.0,231.0,Queens Quay W,231 Queens Quay W,M5J 2G8,former TORONTO,Toronto,,107002.0,14134888.0,231.0,,,,4244.0,,,,,134,2585330.0,4,"Dedicated to contemporary art, the Power Plant is a free public gallery located at the Harbourfront Centre.",,N,"{u'type': u'Point', u'coordinates': (-79.3821578489, 43.6386705432)}"
136,135,,The Second City,Performing Arts,416-343-0011,,http://www.secondcity.com/shows/toronto/,20040556.0,,20040556.0,51.0,Mercer St,51 Mercer St,M5V 1H2,former TORONTO,Toronto,Second City Theatre,107002.0,30059744.0,51.0,,,,3980.0,,,,,135,3795500.0,1,Second City produces premiere comedy performances and operates a training centre.,SecondCity.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3915369916, 43.6453741484)}"
137,136,,The Theatre Centre,Performing Arts,416-504-7529,,http://theatrecentre.org/,856913.0,,856913.0,1115.0,Queen St W,1115 Queen St W,M6J 1J1,former TORONTO,Toronto,,104008.0,1146609.0,1115.0,,,,4238.0,,,,,136,2475980.0,5,"The Theatre Centre supports artists who wish to develop works of an experimental or alternative nature. All their artists embrace the visual arts, music, dance and new media.",,N,"{u'type': u'Point', u'coordinates': (-79.423282309, 43.6430992182)}"
138,137,,The Village Playhouse,Performing Arts,416-599-8433,,http://www.villageplayers.net/,13973721.0,,13973721.0,2190.0,Bloor St W,2190 Bloor St W,M6S 1N3,former TORONTO,Toronto,,112001.0,10250117.0,2190.0,,,,458.0,,,,,137,2188628.0,5,"The Village Playhouse a non-profit theatre group that opened its doors in 1974 and has since produced plays such as Cat on a Hot Tin Roof, Amadeus and Dial 'M' For Murder.",,N,"{u'type': u'Point', u'coordinates': (-79.4748066158, 43.6516541654)}"
139,138,,Theatre Passe Muraille,Performing Arts,416-504-7529,,http://passemuraille.ca/,8031682.0,,8031682.0,16.0,Ryerson Ave,16 Ryerson Ave,M5T 2P3,former TORONTO,Toronto,,115001.0,14019423.0,16.0,,,,4350.0,,,,,138,2276519.0,3,Theatre Passe Muraille was Canadas original alternative theatre company. 600 Canadian plays have been produced since the company was founded in 1968.,PasseMuraille.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4026119484, 43.64860047)}"
140,139,,Thompson Landry Gallery - Stone Building & Cooperage Space,Gallery,416-367-1341,,www.thompsonlandry.com/,30032108.0,,30032108.0,6.0,Trinity St,6 Trinity St,M5A 3C4,former TORONTO,Toronto,,115001.0,30029419.0,6.0,,,,4574.0,,,,,139,3232766.0,4,"The Thompson Landry Gallery is spread out over 6,000 square feet and showcases artwork from internationally acclaimed contemporary Quebec artists. The gallery opened in 2009 and is situated within the Distillery District's Cooperage Building.",,N,"{u'type': u'Point', u'coordinates': (-79.3596336013, 43.6501018325)}"
141,140,,TIFF Bell Lightbox,Landmark,416-599-8433,,www.tiff.net,14659357.0,,14659357.0,350.0,King St W,350 King St W,M5V 3X5,former TORONTO,Toronto,,104008.0,10458506.0,350.0,,,,3780.0,,,,,140,1604772.0,1,"The TIFF Bell Lightbox is the home of the Toronto International Film Festival and a year-round destination for unique screenings, themed festivals, and exhibitions. It also houses two restaurants.",TIFFBellLightbox.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3904508904, 43.6466460322)}"
142,141,,Todmorden Mills Heritage Site,Landmark,416-396-2819,,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=d5ed2271635af310VgnVCM10000071d60f89RCRD,10833995.0,,10833995.0,67.0,Pottery Rd,67 Pottery Rd,M4K 2B9,EAST YORK,Toronto,Todmorden Mills Park,107008.0,10833994.0,67.0,,,,293.0,,,,,141,4138865.0,3,Todmorden Mills Heritage Site is situated within the Don Valley and is located beside a 9.2 hectare wildflower preserve. It features historic buildings such as the Brewery building and the Papermill theatre and gallery.,TodmodernMills.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3603340145, 43.6863612341)}"
143,142,,Tommy Thompson Park,Nature/ Park,416-661-6600,,www.tommythompsonpark.ca,13366891.0,,13366891.0,1.0,Leslie St,1 Leslie St,,former TORONTO,Toronto,Tommy Thompson Park,106001.0,13366892.0,1.0,,,,225.0,,,,,142,3029400.0,3,"The park is a perfect place for hiking, jogging, cycling and birdwatching.",TommyThompsonPark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3215943408, 43.6511856402)}"
144,143,,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,416-397-1340,,torontobotanicalgarden.ca/,20015330.0,,20015330.0,777.0,Lawrence Ave E,777 Lawrence Ave E,M3C 1P2,NORTH YORK,Toronto,Edwards Gardens (Civic Garden Centre),106001.0,11541583.0,777.0,,,,3828.0,,,,,143,2803401.0,3,"Located at the stunning Edwards Gardens, Toronto Botanical Garden features award-winning themed gardens and an indoor education/interpretation facility.",TOBotanicalGardens.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3586637804, 43.734337545)}"
145,144,,Toronto Centre for the Arts,Performing Arts,416-733-9388,,www.tocentre.com/,14072465.0,,14072465.0,5040.0,Yonge St,5040 Yonge St,M2N 6R8,NORTH YORK,Toronto,,115001.0,14067766.0,5040.0,,,,4733.0,,,,,144,2124525.0,3,"This venue features three unique stages to house a multitude of concerts, shows and events.",TorontoCentrefortheArts.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4140210863, 43.7662799097)}"
146,145,,Toronto City Hall and Nathan Phillips Square,Landmark,311,,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=f81aa9a59754c310VgnVCM1000006cd60f89RCRD,856375.0,,856375.0,100.0,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,Nathan Phillips Square,104001.0,1145216.0,100.0,,,,4238.0,,,,,145,3838404.0,1,"Toronto's City Hall is one of Toronto's best known and visited landmarks. Nathan Phillips Square located directly in front of City Hall, is the site of  the iconic Toronto sign, concerts, farmers' markets, and iconic events.",CityHallNPS.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
147,147,,Toronto Congress Centre,Convention & Trade Centres,416-245-5000,,www.torontocongresscentre.com,11047976.0,,11047976.0,650.0,Dixon Rd,650 Dixon Rd,M9W 1J1,ETOBICOKE,Toronto,,115001.0,11047975.0,650.0,,,,1470.0,,,,,147,2028111.0,3,"The Toronto Congress Centre opened in 1995 and now features over 1 million square feet of space for galas, meetings, trade shows and conventions,",TorontoCongressCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.5781677897, 43.6908976721)}"
148,148,,Toronto Eaton Centre,Landmark,416-598-8560,,https://www.cfshops.com/toronto-eaton-centre.html,7762825.0,,7762825.0,220.0,Yonge St,220 Yonge St,M5B 2H1,former TORONTO,Toronto,Eaton Centre,107010.0,7762785.0,220.0,,,,4733.0,,,,,148,1899690.0,1,The Toronto Eaton Centre is downtown Toronto's only shopping mall. It features over 200 stores and restaurants as well as the sculpture called Flightstop designed by Michael Snow.,EatonCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.380109748, 43.6536693898)}"
149,149,Approximate address - Located on Toronto Island - take ferry from Jack Layton Ferry Terminal to Centre Island,Toronto Island Park,Nature/ Park,311,,http://www.torontoisland.com/,14258203.0,,14258203.0,1.0,Centre Island Pk,1 Centre Island Pk,,former TORONTO,Toronto,Toronto Islands - Ward's Island Park,106001.0,1147832.0,1.0,,,,17507.0,,,,,149,4061641.0,1,"The Toronto Island Park is North America's largest car free neighbourhood and is only a short ferry ride away from downtown Toronto. The park is features several attractions, beaches, restaurants, bike and boat rentals and plenty of open green space.",TOIslandPark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3772754984, 43.6152152088)}"
150,150,,Toronto Music Garden,Nature/ Park,416-338-0338,,http://www.harbourfrontcentre.com/venues/torontomusicgarden/,13971630.0,,13971630.0,479.0,Queens Quay W,479 Queens Quay W,,former TORONTO,Toronto,Toronto Music Garden,106001.0,14130670.0,479.0,,,,4244.0,,,,,150,4156403.0,3,The Toronto Music Garden is situated on Toronto's newly revamped waterfront. The garden was designed by landscape designer Julie Moir Messervy and by the cellist Yo Yo Ma.,MusicGarden.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3934974628, 43.6372161194)}"
151,151,,Toronto Pearson International Airport,Transportation,416-247-7678,,www.torontopearson.com/,,,,,,6301 Silver Dart Drive,L5P 1B2,,,,,,,,,,,,,,,151,,1,Canadas busiest airport with flights to over 180 destinations around the globe.,PearsonAirport.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.6631840996, 43.6689038009)}"
152,152,,Toronto Police Museum & Discovery Centre,Museum,416-214-9229,,http://www.torontopolice.on.ca/museum/,7762664.0,,7762664.0,40.0,College St,40 College St,M5G 2J3,former TORONTO,Toronto,Toronto Police Service Hq,103003.0,14020372.0,40.0,,,,9765.0,,,,,152,2561688.0,4,"The Toronto Police Museum & Discovery Centre occupies 3,000 square feet within the Police Headquarters building on College Street. The museum solely relies on private donations and is a not for profit registered charity.",,N,"{u'type': u'Point', u'coordinates': (-79.385139665, 43.6613491317)}"
153,153,,Toronto Public Labyrinth at Trinity Square,Museum,416-515-9658,,http://www.labyrinthnetwork.ca/toronto-public-labyrinth/,7762766.0,,7762766.0,19.0,Trinity Sq,19 Trinity Sq,,former TORONTO,Toronto,Trinity Square,109001.0,7762767.0,19.0,,,,11089.0,,,,,153,3835460.0,4,Trinity Square Park offers a unique age-old experience of meditating and relaxing while walking a labyrinth and focusing on personal self-awareness and spiritual growth.,,N,"{u'type': u'Point', u'coordinates': (-79.3817285202, 43.6547094003)}"
154,154,,Toronto Railway Museum,Museum,416- 214-9229,,http://www.trha.ca/museum.html,14172191.0,,14172191.0,255.0,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former TORONTO,Toronto,Roundhouse Park,115001.0,13975104.0,255.0,,,,11078.0,,,,,154,3836923.0,2,"The Toronto Railway Museum encompasses the Canadian Pacific Railway John Street Roundhouse at Roundhouse Park and features a restored turntable, a number of trains and the 1896 Canadian Pacific Don Station.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.385566849, 43.6416921051)}"
155,155,,Toronto Reference Library,Landmark,416-865-1833,,http://www.torontopubliclibrary.ca/,8677433.0,,8677433.0,789.0,Yonge St,789 Yonge St,M4W 2G8,former TORONTO,Toronto,Toronto Reference Public Library,107009.0,8677431.0,789.0,,,,4733.0,,,,,155,3006667.0,4,The Toronto Reference Library is situated in a 5 storey building within the Yorkville neighbourhood. It is the largest public reference library in Canada.,,N,"{u'type': u'Point', u'coordinates': (-79.3866699674, 43.6718789443)}"
156,156,,Toronto Sculpture Garden,Featured Park,416-366-7788,,http://www.torontosculpturegarden.com/,8344741.0,,8344741.0,115.0,King St E,115 King St E,M5C 1G6,former TORONTO,Toronto,"Toronto Sculpture Garden,Church - King Parkette",115001.0,30097820.0,115.0,,,,3779.0,,,,,156,4238726.0,4,Since 1981 this small urban park has featured contemporary sculpture installations by various artists.,,N,"{u'type': u'Point', u'coordinates': (-79.3736644474, 43.6498467907)}"
157,157,(by the Skywalk),Toronto Tourist Information Centre,Visitor Information,416-392-9300,,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=92200995bbbc1410VgnVCM10000071d60f89RCRD&vgnextchannel=71c08b7a29891410VgnVCM10000071d60f89RCRD,10864313.0,,10864313.0,65.0,Front St W,65 Front St W,M5J 1E6,former TORONTO,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,,,,,157,2350095.0,1,"The Toronto Tourist Information Centre provides travel advice and information to all its customers. Services include free Wi-Fi service, brochures and souvenirs.",UTIC1.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3803451478, 43.6455196596)}"
